ticker,name,sector,category,ltp,closing_price,ycp,open_price,day_high,day_low,week52_high,week52_low,pe_ratio,eps,nav,dividend_yield,market_cap_mn,volume,trades,total_shares,paid_up_capital_mn,authorized_capital_mn,change_pct,beta,return_1d,return_15d,return_1m,return_6m,return_1y,listing_year,latest_dividend,status,updated_at,face_value,mean_1y,mean_3y,mean_5y,median_1y,median_3y,median_5y,percentile_5y,z_score_5y,price_vs_median_5y,actual_return_1y,actual_return_3y,actual_return_5y,volatility_annual,max_drawdown_5y
RENATA,Renata PLC,Pharmaceuticals and Chemicals,A,470.2,470.2,476.1,476.1,476.3,468.0,547.0,372.0,24.59,19.36,305.49,1.13,53930.289598,61540,1108,114696490,1146.96,2850.0,-1.24,0.92,-0.55,3.11,12.95,13.01,-6.88,1979,55% 2025,Active,2026-07-30T09:27:36.187564,10.0,439.87,670.04,899.4,431.8,519.3,1198.47,14.9,-1.24,0.392,-8.18,-61.39,-59.6,21.49,-70.61
RENWICKJA,Renwick Jajneswar & Co (Bd) Ltd.,Engineering,Z,801.9,801.9,838.9,878.0,878.0,778.0,,,0.0,-7.76,-105.59,0.0,1603.8,2941,189,2000000,20.0,200.0,-4.41,0.57,-17.53,37.38,62.92,81.42,23.22,1989,12% 2018,Active,2026-07-30T09:27:36.187564,10.0,573.38,649.5,770.68,536.6,656.9,750.1,67.6,0.17,1.069,17.03,6.91,-13.82,46.34,-67.52
REPUBLIC,Republic Insurance PLC.,Insurance,A,37.0,36.8,37.6,37.5,37.9,36.0,42.4,23.0,20.0,1.88,19.7,3.77,2024.053772,312524,364,54704156,547.04,1000.0,-2.13,1.31,-8.68,2.51,12.88,6.82,34.29,2009,10.25% 2025,Active,2026-07-30T09:27:36.187564,10.0,31.92,32.91,34.78,32.2,32.05,33.43,68.3,0.34,1.107,21.85,-8.44,-27.67,40.13,-56.97
RINGSHINE,Ring Shine Textiles Limited,Textile,Z,4.7,4.7,4.8,4.8,4.8,4.5,5.2,1.9,0.0,-3.06,-8.03,0.0,2351.4713021,4953476,712,500313043,5003.13,5400.0,-2.08,1.48,20.51,23.68,30.56,71.43,60.0,2019,-,Active,2026-07-30T09:27:36.187564,10.0,3.2,4.52,6.82,3.1,3.8,5.5,46.6,-0.63,0.855,51.61,-52.04,-56.07,60.87,-86.58
RNSPIN,R.N. Spinning Mills Limited,Textile,Z,0.0,0.0,14.9,0.0,0.0,0.0,23.8,12.0,0.0,0.0,-0.02,0.0,0.0,0,0,303452109,3034.52,5000.0,0.0,0.0,0.0,0.0,0.0,432.14,396.67,2010,-,Active,2026-07-30T09:27:36.187564,10.0,16.34,9.83,9.64,15.65,6.5,6.6,78.5,1.08,2.258,140.32,132.81,109.86,42.06,-48.28
ROBI,Robi Axiata PLC.,Telecommunication,A,32.0,32.0,32.1,32.1,32.2,31.6,33.9,26.5,17.93,1.79,13.34,6.21,167613.85264,3712510,2032,5237932895,52379.3,60000.0,-0.31,1.16,-3.9,-1.84,11.11,6.29,15.88,2020,17.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,29.7,28.21,30.25,29.4,28.8,30.0,80.7,0.41,1.067,17.65,6.67,-25.41,24.68,-54.14
RSRMSTEEL,Ratanpur Steel Re-Rolling Mills Limited,Engineering,Z,7.7,7.7,7.7,7.7,7.8,7.6,11.1,4.3,0.0,-3.75,44.94,0.0,779.1559776,40294,52,101189088,1011.89,5000.0,0.0,1.29,-1.28,-3.75,0.0,11.59,-28.7,2014,10% 2020,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,7.7,12.1,15.65,7.8,10.2,16.6,8.2,-1.24,0.464,-26.67,-58.15,-72.79,54.11,-87.74
RUNNERAUTO,Runner Automobiles PLC,Engineering,A,47.5,47.5,45.3,45.5,47.9,45.2,46.8,27.3,50.33,0.9,66.7,4.0,5393.14677,3424787,3753,113539932,1135.4,2000.0,4.86,1.37,12.83,10.72,18.16,39.81,62.95,2019,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,36.24,32.69,40.54,36.7,30.4,41.1,55.4,0.6,1.156,73.36,-1.86,-27.59,48.36,-72.45
RUPALIBANK,Rupali Bank PLC.,Bank,Z,17.3,17.3,17.3,17.8,17.8,17.2,25.9,15.2,123.57,0.14,35.02,0.0,8441.2247245,72855,96,487932065,4879.32,25000.0,0.0,1.48,-6.49,1.17,0.58,-10.36,-23.11,1986,-,Active,2026-07-30T09:27:36.187564,10.0,18.76,23.66,25.63,18.15,22.7,25.2,7.6,-1.45,0.687,-24.45,-52.34,-43.98,37.88,-65.09
RUPALIINS,Rupali Insurance Company Ltd.,Insurance,A,30.0,30.0,30.1,30.1,30.5,29.7,33.0,18.0,30.4,0.99,20.41,4.41,2414.96043,576853,530,80498681,804.99,1000.0,-0.33,1.23,-4.15,9.49,25.0,25.42,36.2,1995,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,23.94,24.99,28.55,23.4,23.9,27.4,72.1,0.2,1.095,33.93,-4.46,-29.58,34.88,-67.1
RUPALILIFE,Rupali Life Insurance Company Limited,Life Insurance,A,89.3,89.3,90.4,90.5,91.0,89.0,132.0,65.9,0.0,0.0,0.0,0.92,2680.2712748,163472,668,30014236,300.14,1000.0,-1.22,1.53,-6.59,-3.35,0.9,-2.59,8.13,2009,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,89.58,104.61,97.54,87.25,97.65,89.0,50.3,-0.25,1.003,6.82,-25.89,20.84,46.43,-72.51
SADHESIVE,Star Adhesives Limited,SME Sector,Y,73.0,73.1,75.1,78.3,78.3,73.0,118.7,49.6,0.0,2.49,18.36,1.85,2190.0,3862,34,30000000,300.0,500.0,-2.66,0.77,-6.52,-8.28,20.03,45.54,8.37,2022,12.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,72.34,67.82,65.87,68.5,67.6,66.2,79.8,0.58,1.103,3.39,10.42,564.55,66.37,-56.17
SAFKOSPINN,Safko Spinnings Mills Ltd.,Textile,Z,21.1,21.1,21.2,21.0,21.3,20.9,24.7,11.9,0.0,-7.52,-4.5,0.0,632.6142076,94875,284,29981716,299.82,1000.0,-0.47,0.83,0.96,0.96,0.48,57.04,69.6,2000,2% 2022,Active,2026-07-30T09:27:36.187564,10.0,16.01,14.03,18.16,14.3,13.4,19.4,66.9,0.47,1.088,54.01,8.76,-22.99,45.16,-76.28
SAIFPOWER,SAIF Powertec Limited,Services and Real Estate,Z,10.0,10.0,9.8,9.8,10.0,9.8,11.5,3.8,14.0,0.7,17.01,0.43,3793.38647,397523,183,379338647,3793.39,5000.0,2.04,1.6,5.26,-8.26,56.25,108.51,34.25,2014,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,6.47,14.08,22.38,6.3,11.9,24.65,25.3,-1.01,0.406,38.89,-66.33,-66.22,56.88,-92.1
SAIHAMCOT,Saiham Cotton Mills Limited,Textile,B,22.9,22.9,22.9,22.0,23.3,22.0,24.6,13.6,23.13,0.99,38.26,5.15,3406.9475,10131001,3171,148775000,1487.75,2000.0,0.0,1.31,11.17,14.5,4.57,25.14,64.75,2012,7% 2025,Active,2026-07-30T09:27:36.187564,10.0,18.85,16.5,16.68,19.1,16.2,16.4,99.7,3.05,1.396,60.14,39.63,22.46,39.82,-42.45
SAIHAMTEX,Saiham Textile Mills Ltd.,Textile,B,24.6,24.6,23.1,23.1,25.0,22.8,25.1,13.7,39.15,0.59,43.77,4.51,2227.8375,12248493,3734,90562500,905.63,1500.0,6.49,1.27,25.51,30.85,36.67,12.14,59.31,1988,6% 2025,Active,2026-07-30T09:27:36.187564,10.0,17.7,16.35,18.61,17.9,15.7,17.6,95.4,1.65,1.398,66.22,39.77,3.8,37.37,-56.0
SALAMCRST,S. Alam Cold Rolled Steels Ltd.,Engineering,Z,14.0,14.0,13.9,13.8,14.1,13.8,25.6,10.6,28.37,0.49,18.55,1.5,1377.1954,81239,116,98371100,983.71,3500.0,0.72,1.22,-1.41,-5.41,-10.83,26.36,-31.53,2006,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,15.84,18.2,23.4,15.5,16.9,23.3,14.0,-1.12,0.601,-30.35,-57.96,-61.43,54.01,-77.0
SALVO,Salvo Organic Industries PLC.,Pharmaceuticals and Chemicals,B,37.8,37.8,37.7,37.9,38.1,37.6,40.8,23.0,65.0,0.58,16.57,1.29,2457.8615753999998,662313,724,65022793,650.23,1500.0,0.27,0.92,-1.05,1.07,16.67,37.59,61.11,2011,2.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,32.06,35.49,44.91,31.35,31.4,49.0,39.3,-0.47,0.771,47.08,-38.83,-16.0,43.15,-73.81
SAMATALETH,Samata Leather Complex Ltd.,Tannery Industries,B,103.9,103.9,101.9,102.8,106.7,101.0,127.2,70.5,0.0,-0.02,14.35,0.0,1072.248,130789,855,10320000,103.2,500.0,1.96,0.92,-1.05,0.48,-7.31,13.73,40.75,1998,0.40% 2024,Active,2026-07-30T09:27:36.187564,10.0,95.08,66.74,69.22,93.2,58.7,69.1,93.1,1.86,1.504,40.98,66.77,19.84,50.7,-70.99
SAMORITA,Samorita Hospital Limited,Services and Real Estate,B,95.4,95.4,94.5,94.1,96.0,94.1,99.9,62.6,152.42,0.62,48.39,0.88,2079.8055738000003,70072,275,21800897,218.01,500.0,0.95,0.78,2.36,16.34,39.27,36.36,50.48,1997,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,73.09,68.75,69.6,70.8,69.3,69.3,98.2,2.69,1.377,50.0,36.82,48.1,28.94,-55.48
SANDHANINS,Sandhani Life Insurance Company Ltd.,Life Insurance,A,28.0,28.0,28.3,28.3,28.4,27.7,30.0,17.1,24.61,1.15,18.31,6.06,3071.561724,569156,556,109698633,1096.99,2000.0,-1.06,1.25,-1.41,10.67,27.27,34.12,36.71,1996,12% 2024,Active,2026-07-30T09:27:36.187564,10.0,22.11,23.17,26.42,21.8,22.3,26.9,67.3,0.28,1.041,27.27,-3.45,-33.01,33.72,-64.02
SAPORTL,Summit Alliance Port Limited,Services and Real Estate,A,55.3,55.3,53.8,53.6,56.0,53.6,64.3,23.2,18.88,2.85,35.67,8.37,13098.7519019,4090542,2689,236867123,2369.0,3000.0,2.79,0.67,5.74,4.73,9.07,20.63,131.9,2008,18% 2025,Active,2026-07-30T09:27:36.187564,10.0,44.12,31.2,30.61,45.0,27.2,28.4,99.4,2.95,1.947,137.34,102.56,75.0,40.75,-54.71
SAVAREFR,Savar Refractories Limited,Miscellaneous,Z,0.0,0.0,215.5,0.0,0.0,0.0,0.0,0.0,0.0,-4.86,90.66,0.0,0.0,0,0,1392800,13.93,300.0,0.0,0.0,0.0,0.0,0.0,383.18,828.88,1988,-,Active,2026-07-30T09:27:36.187564,10.0,235.94,223.48,223.48,236.6,227.0,227.0,40.8,-0.25,0.949,-5.07,3.11,3.11,36.13,-48.05
SBACBANK,SBAC Bank PLC.,Bank,Z,7.5,7.5,8.0,8.0,8.1,7.2,9.3,5.0,800.0,0.01,13.61,0.0,6181.437375,679790,313,824191650,8241.92,10000.0,-6.25,1.64,17.19,15.38,25.0,23.08,-10.11,2021,2% 2023,Active,2026-07-30T09:27:36.187564,10.0,6.69,8.08,10.13,6.6,7.8,10.5,22.2,-0.72,0.714,-16.67,-28.57,-31.82,41.4,-80.08
SEAPEARL,Sea Pearl Beach Resort & Spa Limited,Travel and Leisure,B,39.5,39.5,39.8,39.9,40.1,39.2,61.5,29.3,17.59,0.0,18.49,0.0,4769.625,937780,1335,120750000,1207.5,2000.0,-0.75,1.67,-5.28,6.76,15.84,28.8,-24.48,2019,7% 2024,Active,2026-07-30T09:27:36.187564,10.0,39.12,71.2,91.62,36.2,45.85,47.9,24.1,-0.69,0.825,-24.62,-81.53,-8.14,45.52,-90.72
SEB1PBOND,Southeast Bank 1st Perpetual Bond,Corporate Bond,A,0.0,0.0,4600.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,100000,500.0,0.0,0.0,-0.93,-4.17,-4.17,-4.17,-4.17,-6.1,2024,-,,2026-07-30T09:27:36.187564,5000.0,4816.17,4853.28,4853.28,4849.5,4899.0,4899.0,0.0,-2.44,0.939,-6.1,-7.7,-7.7,,-7.7
SEMLFBSLGF,SEML FBLSL Growth Fund,Mutual Funds,A,7.6,7.6,7.6,7.7,7.7,7.4,7.9,3.9,0.0,-0.01,9.1,0.0,554.3782,620660,204,72944500,729.45,0.0,0.0,1.0,10.14,26.67,43.4,52.0,33.33,2019,1% 2023,,2026-07-30T09:27:36.187564,10.0,5.3,5.66,6.93,5.2,5.3,6.6,55.5,0.35,1.152,31.03,-9.52,-39.68,38.54,-69.92
SEMLIBBLSF,SEML IBBL Shariah Fund,Mutual Funds,A,8.1,8.1,8.0,8.0,8.1,8.0,8.5,5.2,57.14,0.14,9.51,0.0,810.0,79941,25,100000000,1000.0,0.0,1.25,0.82,2.53,14.08,32.79,35.59,14.29,2017,4.50% 2023,,2026-07-30T09:27:36.187564,10.0,6.34,6.82,7.7,6.2,6.6,7.5,54.4,0.29,1.08,15.71,-4.71,-38.17,36.77,-59.54
SEMLLECMF,SEML Lecture Equity Management Fund,Mutual Funds,A,0.0,0.0,7.4,0.0,0.0,0.0,10.8,6.6,17.21,0.43,9.74,0.0,0.0,0,0,50000000,500.0,0.0,0.0,-0.46,0.0,2.78,-15.91,25.42,-27.45,2016,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,8.12,8.05,8.71,7.1,7.6,9.1,27.6,-0.73,0.813,39.62,-18.68,-40.8,54.67,-59.54
SHAHJABANK,Shahjalal Islami Bank PLC.,Bank,A,17.6,17.6,17.5,17.5,17.7,17.3,19.6,15.5,5.29,3.31,23.07,7.88,19588.242977600003,410489,190,1112968351,11129.68,15000.0,0.57,0.61,0.0,-2.22,1.73,0.0,-3.85,2007,13% 2025,Active,2026-07-30T09:27:36.187564,10.0,17.36,18.01,18.52,17.4,18.2,18.35,14.3,-0.83,0.959,-6.38,-3.83,-6.69,19.16,-28.36
SHARPIND,Sharp Industries PLC,Textile,B,35.1,35.1,35.4,34.6,36.2,34.6,37.7,10.1,321.82,0.11,10.08,0.0,10651.169025899999,2455253,2970,303452109,3034.52,7500.0,-0.85,1.44,11.78,62.5,123.57,180.95,102.29,2010,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,16.94,18.02,18.02,16.5,17.0,17.0,98.8,3.72,2.065,90.76,118.01,118.01,49.52,-64.83
SHASHADNIM,Shasha Denims PLC.,Textile,B,28.9,28.9,28.9,29.0,29.1,28.7,29.5,13.8,18.41,1.57,41.84,2.87,4075.937799,941495,437,141035910,1410.36,3000.0,0.0,0.98,6.64,16.06,52.11,84.08,57.92,2015,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,19.54,20.4,23.13,18.9,19.8,23.3,93.9,1.34,1.24,56.22,7.04,7.84,30.85,-56.42
SHEPHERD,Shepherd Industries PLC,Textile,B,18.1,18.1,17.9,18.0,18.4,17.5,20.5,9.8,447.5,0.04,13.41,0.54,2788.2411613000004,3576211,1309,154046473,1540.46,1900.0,1.12,1.12,8.38,7.1,14.56,52.99,-3.76,2017,1% 2025,Active,2026-07-30T09:27:36.187564,10.0,15.0,15.86,19.72,15.1,15.45,17.8,52.4,-0.28,1.017,-2.16,-24.58,0.0,44.91,-71.35
SHURWID,Shurwid Industries Limited,Engineering,Z,6.2,6.2,6.0,6.1,6.3,6.1,7.8,3.2,4.35,1.38,12.21,2.98,355.68005,730326,106,57367750,573.68,1000.0,3.33,1.53,3.33,-8.82,1.64,27.66,-14.29,2014,10% 2019,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,5.66,8.79,12.74,6.0,7.4,13.9,13.0,-1.14,0.446,-11.43,-55.4,-72.2,59.17,-87.5
SHYAMPSUG,Shyampur Sugar Mills Ltd.,Food and Allied,Z,289.9,289.9,285.6,286.1,298.0,286.1,359.0,115.0,0.0,-50.77,-1310.44,0.0,1449.5,9693,196,5000000,50.0,500.0,1.51,0.83,-11.96,15.59,93.52,87.03,114.58,1996,-,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,179.44,156.62,130.35,165.7,148.5,116.85,98.5,3.29,2.481,118.46,160.0,357.98,64.91,-67.39
SIBL,Social Islami Bank PLC.,Bank,A,0.0,0.0,3.0,0.0,0.0,0.0,8.5,3.0,0.0,-0.89,18.15,0.0,0.0,0,0,1140155100,11401.55,30000.0,0.0,1.69,-16.67,-42.31,-61.54,-98.04,-63.86,2000,5% 2023,Active,2026-07-30T09:27:36.187564,10.0,7.79,9.75,10.9,8.65,10.0,11.7,0.0,-3.03,0.256,-67.74,-74.39,-76.49,50.88,-82.79
SICL,Sikder Insurance Company Limited,Insurance,B,37.7,37.7,39.0,39.0,39.0,37.5,43.3,16.1,30.47,1.28,12.28,2.37,1508.0,650267,1020,40000000,400.0,500.0,-3.33,1.13,-9.59,-3.08,46.12,88.41,79.72,2024,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,25.14,25.56,25.56,21.4,22.6,22.6,88.2,1.7,1.668,73.73,242.73,242.73,42.28,-68.56
SILCOPHL,Silco Pharmaceuticals Limited,Pharmaceuticals and Chemicals,B,21.3,21.3,21.3,21.4,21.6,21.1,23.3,11.1,51.95,0.41,23.02,0.74,2211.0891,930397,599,103807000,1038.07,1050.0,0.0,1.33,-0.93,-2.74,51.06,52.14,41.06,2019,1.10% 2025,Active,2026-07-30T09:27:36.187564,10.0,15.77,17.84,21.03,14.7,16.8,22.7,46.5,0.05,0.938,41.06,-8.97,-39.66,40.35,-67.14
SILVAPHL,Silva Pharmaceuticals Limited,Pharmaceuticals and Chemicals,B,17.0,17.0,16.9,17.0,17.2,16.8,17.8,7.6,0.0,-0.97,15.48,0.0,2320.5,1049075,539,136500000,1365.0,1500.0,0.59,1.36,0.0,8.97,66.67,77.89,59.43,2018,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,11.34,13.45,16.8,10.8,11.85,17.75,47.5,0.04,0.958,58.88,-21.3,-31.45,46.31,-70.8
SIMTEX,Simtex Industries PLC.,Textile,A,28.2,28.2,27.9,27.9,28.4,27.6,34.5,15.9,27.09,1.03,22.43,6.45,2244.5897441999996,1376249,987,79595381,795.95,1000.0,1.08,1.07,-1.05,1.81,14.17,27.4,74.37,2015,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,24.16,21.61,20.28,24.1,21.7,19.7,96.7,2.09,1.431,64.91,22.61,44.62,48.5,-47.1
SINGERBD,Singer Bangladesh Limited,Engineering,Z,79.0,78.9,78.6,78.6,79.2,78.2,117.0,72.0,0.0,-22.56,1.69,0.0,7876.524202,21073,128,99702838,997.03,2500.0,0.38,0.76,4.5,-3.31,-6.85,-9.66,-26.34,1983,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,90.97,117.18,135.25,87.65,112.7,151.9,1.6,-1.85,0.52,-25.57,-48.06,-57.0,25.11,-64.47
SINOBANGLA,Sinobangla Industries Ltd.,Miscellaneous,A,58.4,58.4,58.2,58.4,58.9,58.0,67.0,37.7,45.83,1.27,26.39,2.42,1769.2191816,379666,659,30294849,302.95,1000.0,0.34,1.56,-2.83,-0.51,10.19,23.57,37.59,1999,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,49.9,48.3,52.53,48.75,45.9,51.6,71.5,0.55,1.132,38.39,-17.28,7.55,42.16,-66.04
SIPLC,Sena Insurance PLC,Insurance,A,131.4,131.4,122.5,122.7,134.0,122.6,124.0,42.1,23.69,5.17,28.58,2.84,5256.0,825199,1366,40000000,400.0,1000.0,7.27,1.22,16.49,21.22,77.57,115.29,157.35,2021,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,65.71,53.59,53.93,58.1,49.7,50.8,99.9,5.57,2.587,167.07,163.86,1094.55,39.53,-58.44
SKTRIMS,SK Trims & Industries Limited,Miscellaneous,Z,15.3,15.3,15.2,15.5,16.1,15.1,15.9,6.0,28.15,0.54,15.65,0.71,1295.91,237545,198,84700000,847.0,1000.0,0.66,0.85,9.29,9.29,66.3,114.08,52.0,2018,1.75% 2024,Active,2026-07-30T09:27:36.187564,10.0,9.58,17.31,21.79,9.1,14.0,24.8,36.3,-0.7,0.617,51.49,-43.96,-64.0,47.93,-86.53
SONALIANSH,Sonali Aansh Industries Limited,Jute,A,211.1,211.1,209.6,211.5,213.4,207.0,256.8,150.0,23.85,8.79,32.81,0.89,2290.0128,76892,786,10848000,108.48,500.0,0.72,1.12,-4.18,7.16,36.37,14.47,15.61,1985,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,193.33,237.47,206.11,188.75,229.1,200.97,54.5,0.07,1.05,15.61,-20.29,86.32,39.4,-62.77
SONALILIFE,Sonali Life Insurance PLC,Life Insurance,A,84.7,84.7,84.3,83.8,85.4,83.6,91.8,54.9,48.73,1.73,39.64,3.09,4023.25,295967,742,47500000,475.0,1000.0,0.47,1.09,0.95,-0.47,22.4,25.26,47.64,2021,15% 2024,Active,2026-07-30T09:27:36.187564,10.0,69.51,66.47,65.75,67.5,67.95,64.7,94.0,1.54,1.309,51.25,1.44,21.35,36.84,-65.29
SONALIPAPR,Sonali Paper & Board Mills Ltd.,Paper and Printing,A,237.6,237.6,235.6,238.7,239.9,235.3,314.9,151.6,32.86,7.17,167.9,2.88,7827.7766688,80530,800,32945188,329.45,500.0,0.85,1.44,-3.77,1.76,4.99,2.04,54.9,2020,40% 2025,Active,2026-07-30T09:27:36.187564,10.0,235.84,301.2,407.66,233.2,233.6,406.2,32.6,-0.83,0.585,55.29,-61.37,-5.76,46.92,-86.01
SONARBAINS,Sonar Bangla Insurance Ltd.,Insurance,A,39.7,39.7,40.3,40.5,40.6,39.2,50.8,21.4,201.5,0.2,20.24,3.76,1752.5839724,307061,651,44145692,441.46,1000.0,-1.49,1.34,-11.97,-10.79,14.74,30.42,59.92,2006,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,31.3,32.26,41.84,28.4,29.0,43.1,43.5,-0.14,0.921,50.95,-15.53,-51.02,49.04,-79.56
SONARGAON,Sonargaon Textiles Ltd.,Textile,B,109.3,109.3,106.9,107.8,112.8,106.0,108.7,20.7,0.0,-0.8,18.35,0.0,2892.8492208,568996,2327,26467056,264.67,500.0,2.25,1.35,24.2,13.03,207.89,252.81,208.96,1995,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,42.89,34.78,34.83,35.35,33.1,33.1,99.9,5.23,3.302,210.51,224.33,330.31,60.28,-77.34
SOUTHEASTB,Southeast Bank PLC,Bank,A,10.6,10.6,10.5,10.5,10.7,10.4,11.2,7.8,4.18,2.51,25.74,3.33,15168.749831,2408158,485,1431014135,14310.14,15000.0,0.95,1.18,1.92,0.95,7.07,15.38,26.51,2000,3% 2025,Active,2026-07-30T09:27:36.187564,10.0,9.47,10.07,11.68,9.4,9.6,12.35,42.6,-0.45,0.858,16.48,-20.3,-33.99,34.99,-60.05
SPCERAMICS,Shinepukur Ceramics PLC.,Ceramics Sector,B,23.3,23.3,22.7,22.9,23.8,22.7,26.4,11.5,141.88,0.16,31.22,0.6,3424.3090815,1508112,1110,146966055,1469.66,5000.0,2.64,1.1,-4.9,-2.92,14.78,50.33,9.66,2008,2% 2024,Active,2026-07-30T09:27:36.187564,10.0,18.95,24.35,30.79,19.6,21.0,31.1,35.5,-0.62,0.749,12.56,-45.81,-27.64,51.24,-82.37
SPCL,Shahjibazar Power Co. Ltd.,Fuel and Power,A,56.5,56.5,56.7,57.2,57.2,56.3,60.6,36.5,22.41,2.53,39.25,5.54,10544.6870385,337576,564,186631629,1866.32,5000.0,-0.35,1.17,-4.24,2.36,0.36,15.01,31.55,2014,20% 2025,Active,2026-07-30T09:27:36.187564,10.0,49.38,49.78,62.61,49.2,48.8,65.5,39.1,-0.3,0.863,32.32,-13.74,-23.65,38.57,-76.92
SQUARETEXT,Square Textiles PLC.,Textile,A,51.3,51.3,51.0,51.0,51.5,50.1,57.8,45.1,7.04,7.24,55.86,6.54,10119.0276,79027,222,197252000,1972.52,3000.0,0.59,0.65,-0.97,1.38,10.8,2.0,-2.67,2002,32% 2025,Active,2026-07-30T09:27:36.187564,10.0,50.61,52.07,56.73,49.8,50.1,53.1,39.5,-0.63,0.966,-4.29,-24.0,5.77,19.67,-46.52
SQURPHARMA,Square Pharmaceuticals PLC.,Pharmaceuticals and Chemicals,A,219.7,219.7,218.1,218.9,220.0,217.7,236.0,198.0,8.07,27.04,157.88,5.74,194753.286897,358274,1477,886451010,8864.51,10000.0,0.73,0.51,-2.31,-1.92,3.73,-0.37,-0.64,1995,120% 2025,Active,2026-07-30T09:27:36.187564,10.0,215.0,214.86,215.5,215.0,214.25,213.6,74.9,0.52,1.029,-2.44,4.72,-0.63,12.62,-20.31
SSSTEEL,S. S. Steel Limited,Engineering,Z,7.3,7.3,7.3,7.3,7.4,7.2,7.8,3.1,42.94,0.17,21.69,1.92,2399.02236,551674,249,328633200,3286.33,5000.0,0.0,1.77,2.82,7.35,48.98,92.11,25.86,2019,2% 2024,Active,2026-07-30T09:27:36.187564,10.0,5.06,8.99,12.79,4.9,8.2,14.2,25.8,-0.95,0.514,25.86,-56.02,-65.72,51.2,-86.98
STANCERAM,Standard Ceramic Industries Ltd.,Ceramics Sector,Z,72.4,72.5,72.4,71.9,73.5,71.9,106.5,55.6,0.0,-23.02,-37.84,0.0,467.75106000000005,12330,75,6460650,64.61,100.0,0.14,0.94,-2.95,1.26,3.42,4.93,5.6899999999999995,1996,1% 2021,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,71.7,84.92,111.19,71.3,74.3,108.7,26.4,-0.91,0.666,3.87,-34.15,-66.7,50.94,-78.21
STANDARINS,Standard Insurance PLC.,Insurance,A,49.8,49.8,50.5,51.0,51.5,49.6,56.8,29.3,20.87,2.42,22.15,3.36,2156.1702815999997,122837,333,43296592,432.97,1000.0,-1.39,1.15,-9.29,-3.68,11.66,19.39,16.09,2008,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,42.56,41.27,48.54,41.8,40.2,44.6,68.4,0.08,1.117,11.91,11.41,-41.69,37.83,-74.01
STANDBANKL,Standard Islami Bank PLC.,Bank,Z,5.1,5.1,5.1,5.1,5.1,5.0,7.9,4.2,6.89,0.74,16.63,0.0,5690.795770799999,937972,130,1115842308,11158.42,15000.0,0.0,1.41,8.51,8.51,10.87,8.51,-23.88,2003,2.50% 2023,Active,2026-07-30T09:27:36.187564,10.0,5.28,6.41,7.58,5.1,6.25,8.0,10.1,-1.38,0.637,-25.0,-40.7,-45.16,39.7,-62.61
STYLECRAFT,Stylecraft Limited,Textile,Z,58.1,58.1,58.4,58.5,59.5,57.6,89.2,40.3,0.0,-1.08,4.62,0.0,806.703975,17945,127,13884750,138.85,500.0,-0.51,1.45,-9.36,9.62,12.6,33.33,-16.57,1983,1% 2023,Active,2026-07-30T09:27:36.187564,10.0,56.74,61.56,82.45,52.6,56.35,80.8,32.7,-0.77,0.719,-20.3,-36.29,-61.19,43.81,-80.41
SUMITPOWER,Summit Power Limited,Fuel and Power,A,17.1,17.1,16.8,17.0,17.3,16.6,17.9,12.0,44.21,0.38,40.57,7.45,18260.7007869,1126695,782,1067877239,10679.0,15000.0,1.79,0.94,-1.16,10.32,22.14,36.59,15.86,2005,10.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,14.2,19.27,26.63,14.0,15.7,29.0,36.2,-0.88,0.59,17.12,-49.71,-61.14,29.04,-75.65
