ticker,name,sector,category,ltp,closing_price,ycp,open_price,day_high,day_low,week52_high,week52_low,pe_ratio,eps,nav,dividend_yield,market_cap_mn,volume,trades,total_shares,paid_up_capital_mn,authorized_capital_mn,change_pct,beta,return_1d,return_15d,return_1m,return_6m,return_1y,listing_year,latest_dividend,status,updated_at,face_value,mean_1y,mean_3y,mean_5y,median_1y,median_3y,median_5y,percentile_5y,z_score_5y,price_vs_median_5y,actual_return_1y,actual_return_3y,actual_return_5y,volatility_annual,max_drawdown_5y
BDPAINTS,BD Paints Limited,SME Sector,Y,47.7,47.7,46.6,50.5,50.5,45.7,60.0,19.0,0.0,0.32,17.54,0.3,2957.4,71603,36,62000000,620.0,1000.0,2.36,1.02,-0.21,-4.22,24.22,55.33,51.79,2022,1% 2025,Active,2026-07-30T09:27:36.187564,10.0,37.76,33.26,33.49,35.85,30.7,31.3,87.6,1.39,1.524,59.53,102.12,333.64,61.21,-74.25
BDTHAI,Bd.Thai Aluminium Ltd.,Engineering,B,19.0,19.0,19.1,19.3,19.3,18.9,22.7,8.4,0.0,-2.01,28.6,0.0,2427.72975,1990080,1420,127775250,1277.75,2000.0,-0.52,1.25,-0.52,-7.32,53.23,81.9,46.92,1990,0.25% 2024,Active,2026-07-30T09:27:36.187564,10.0,12.96,15.51,16.73,12.3,13.3,15.3,73.9,0.42,1.242,46.15,30.14,-31.16,50.35,-78.24
BDTHAIFOOD,BD Thai Food & Beverage Limited,Food and Allied,B,24.3,24.3,24.5,24.5,24.6,24.0,31.5,8.5,0.0,-1.64,12.41,0.0,1980.45,2234131,1214,81500000,815.0,1000.0,-0.82,1.11,2.53,-3.19,17.96,85.61,75.0,2022,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,17.19,21.29,27.38,15.7,17.0,29.45,43.0,-0.28,0.825,71.13,-30.17,120.91,58.22,-83.55
BDWELDING,Bangladesh Welding Electrodes Ltd.,Fuel and Power,Z,13.9,13.9,13.9,13.9,14.1,13.7,21.8,9.6,0.0,0.0,11.61,0.0,602.5553395,81455,159,43349305,433.49,500.0,0.0,1.1,0.72,-4.79,-5.44,-17.75,36.27,1999,-,Active,2026-07-30T09:27:36.187564,10.0,13.4,15.01,18.27,14.2,15.1,18.0,25.2,-0.74,0.772,36.27,-37.1,-33.81,56.52,-79.46
BEACHHATCH,Beach Hatchery Ltd.,Food and Allied,Z,33.6,33.6,33.9,33.7,33.9,33.3,59.9,28.0,16.7,2.03,12.49,1.32,1391.0743056000001,107441,229,41401021,414.01,2000.0,-0.88,1.24,-5.08,-0.3,12.37,12.25,-26.46,2002,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,40.11,59.91,50.67,34.2,51.1,44.3,19.1,-0.79,0.758,-28.05,-29.85,58.49,41.28,-76.93
BEACONPHAR,Beacon Pharmaceuticals PLC,Pharmaceuticals and Chemicals,A,108.5,108.5,108.2,108.5,109.3,108.0,147.5,96.0,26.39,4.1,28.86,1.98,25063.5,197132,639,231000000,2310.0,3000.0,0.28,1.21,-4.91,-1.63,6.48,4.04,-3.82,2010,21% 2025,Active,2026-07-30T09:27:36.187564,10.0,109.36,143.49,191.85,107.0,123.3,209.45,15.4,-1.15,0.518,-3.81,-55.71,-50.14,30.54,-75.53
BENGALBISC,Bengal Biscuits Ltd.,SME Sector,Y,83.0,80.2,80.4,80.0,83.0,80.0,91.0,46.0,0.0,2.61,14.07,1.12,658.854,12272,268,7938000,79.38,500.0,-0.25,0.02,-2.2,2.17,21.52,25.63,26.61,2021,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,65.02,77.68,90.0,62.4,71.6,85.5,47.0,-0.24,0.971,27.5,-38.12,-62.4,65.81,-80.77
BENGALWTL,Bengal Windsor Thermoplastics PLC.,Engineering,B,24.2,24.2,24.1,24.3,24.4,24.0,27.7,16.4,43.82,0.55,26.12,2.82,2213.7192,203575,186,91476000,914.76,1000.0,0.41,1.1,-3.59,-3.2,-3.97,40.94,33.15,2013,5% 2025,Active,2026-07-30T09:27:36.187564,10.0,20.39,20.63,22.91,19.05,19.9,23.1,62.2,0.28,1.048,31.52,-7.63,-15.38,34.38,-67.7
BERGERPBL,Berger Paints Bangladesh Ltd.,Miscellaneous,A,1502.1,1502.1,1476.5,1480.0,1514.0,1475.9,,,20.32,72.66,333.42,2.92,73762.10908109999,63617,1838,49105991,491.06,1000.0,1.73,0.31,6.65,5.21,8.6,4.63,-3.68,2006,525% 2025,Active,2026-07-30T09:27:36.187564,10.0,1422.6,1659.52,1699.16,1413.0,1754.1,1755.1,18.8,-1.32,0.856,-1.82,-16.53,-15.24,10.83,-31.63
BESTHLDNG,Best Holdings PLC.,Travel and Leisure,Z,15.6,15.6,15.5,15.7,15.7,15.4,20.8,10.9,10.84,1.43,57.82,3.56,16523.993694,214697,191,1059230365,10592.3,15000.0,0.65,1.46,-4.29,4.7,24.8,34.78,-3.73,2024,10% 2024,Active,2026-07-30T09:27:36.187564,10.0,14.41,20.06,20.06,14.2,17.4,17.4,35.6,-0.56,0.897,-3.7,-40.91,-40.91,38.81,-74.01
BEXGSUKUK,Beximco Green Sukuk Al Istisna'a,Corporate Bond,A,70.5,69.0,71.0,71.0,71.0,67.5,77.0,45.5,0.0,0.0,0.0,0.0,19805.1605415,63033,40,280924263,28092.43,0.0,-2.82,0.08,-7.38,-8.0,6.15,19.33,54.35,2022,-,,2026-07-30T09:27:36.187564,100.0,62.42,63.58,71.81,60.75,60.5,78.5,41.5,-0.08,0.898,50.0,-18.82,-31.68,32.62,-58.42
BEXIMCO,Bangladesh Export Import Company Ltd.,Miscellaneous,B,23.2,23.2,21.1,21.1,23.2,21.1,110.1,20.8,0.0,-0.4,95.16,0.0,21883.081278399997,8345591,6257,943236262,9432.36,30000.0,9.95,0.03,-15.33,-20.82,-78.93,-80.84,-80.84,1989,10% 2023,Active,2026-07-30T09:27:36.187564,10.0,92.85,105.09,114.14,110.1,110.1,110.1,0.3,-4.41,0.211,-78.93,-78.93,-73.52,48.8,-88.02
BGIC,Bangladesh General Insurance Company PLC.,Insurance,A,40.9,40.9,41.1,41.3,41.5,39.6,45.9,28.5,27.22,1.51,19.54,3.61,2209.7147295,62357,149,54027255,540.27,1000.0,-0.49,0.97,-7.47,3.54,10.24,17.43,25.3,1989,11% 2025,Active,2026-07-30T09:27:36.187564,10.0,34.71,38.88,44.14,33.9,35.3,43.45,45.9,-0.32,0.941,19.94,-23.69,-18.53,32.4,-61.4
BIFC,Bangladesh Industrial Fin. Co. Ltd.,Financial Institutions,Z,0.0,0.0,4.9,0.0,0.0,0.0,7.9,0.9,0.0,-6.66,-126.11,0.0,0.0,0,0,100679944,1006.79,4000.0,0.0,1.68,11.36,16.67,22.5,188.24,-20.97,2006,-,Active,2026-07-30T09:27:36.187564,10.0,3.84,6.55,7.17,4.1,6.7,7.0,17.4,-0.95,0.7,-20.97,-48.42,-30.0,89.87,-92.91
BNICL,Bangladesh National Insurance Company Limited,Insurance,A,117.7,117.7,120.5,120.5,122.5,116.2,129.1,39.0,25.05,4.81,31.26,4.92,5208.225,106174,444,44250000,442.5,1000.0,-2.32,1.09,2.97,-2.4,44.24,116.34,189.66,2016,22% 2025,Active,2026-07-30T09:27:36.187564,10.0,63.59,52.49,65.11,52.05,45.8,56.7,89.2,1.82,2.076,178.91,105.41,-5.54,44.5,-79.67
BPML,Bashundhara Paper Mills Limited,Paper and Printing,Z,28.7,28.7,28.9,29.0,29.1,28.6,41.2,21.5,0.0,-18.98,57.82,0.0,4987.8143567,33721,128,173791441,1737.91,5000.0,-0.69,1.27,-4.01,0.35,7.09,21.43,-13.99,2018,11% 2023,Active,2026-07-30T09:27:36.187564,10.0,28.69,42.63,51.98,28.0,34.4,52.1,15.4,-1.16,0.551,-14.07,-63.16,-38.81,37.83,-81.65
BPPL,Baraka Patenga Power Limited,Fuel and Power,B,20.6,20.6,20.4,20.5,20.8,20.3,21.7,11.6,14.89,1.37,27.72,1.36,3563.7070528000004,1579241,761,172995488,1729.95,3000.0,0.98,1.28,-1.44,1.48,25.61,33.33,36.0,2021,2% 2025,Active,2026-07-30T09:27:36.187564,10.0,15.67,16.25,23.25,15.0,14.9,20.3,50.5,-0.26,1.015,38.26,-29.69,-53.18,40.34,-82.96
BRACBANK,BRAC Bank PLC.,Bank,A,63.3,63.3,63.9,64.3,64.3,63.0,89.6,60.0,7.01,9.12,51.56,2.38,144929.47032360002,2367618,4479,2289565092,22895.65,50000.0,-0.94,1.36,-3.06,-3.36,-0.55,-0.7,8.71,2007,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,62.33,43.27,37.7,61.77,40.0,31.83,91.6,1.86,1.989,4.29,151.63,95.64,29.3,-35.97
BSC,Bangladesh Shipping Corporation,Miscellaneous,A,122.0,122.0,121.4,121.4,122.6,120.5,131.4,96.6,6.04,20.1,104.84,2.77,18609.27488,298134,983,152535040,1525.35,10000.0,0.49,1.24,-5.72,8.73,17.31,8.59,13.46,1977,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,111.02,104.16,105.87,110.3,107.0,110.1,79.2,0.7,1.108,12.86,1.24,164.07,28.91,-67.32
BSCPLC,Bangladesh Submarine Cables PLC,Telecommunication,A,158.5,158.5,159.1,158.3,159.4,157.3,169.1,117.0,16.02,11.01,90.99,3.21,29645.6566155,38024,279,187038843,1870.38,10000.0,-0.38,1.07,-5.43,0.63,11.15,16.47,23.91,2012,40% 2025,Active,2026-07-30T09:27:36.187564,10.0,140.57,145.97,173.93,140.1,134.45,175.55,46.7,-0.36,0.903,22.11,-27.59,-12.38,25.95,-59.0
BSRMLTD,Bangladesh Steel Re-Rolling Mills Limited,Engineering,A,104.9,104.9,103.9,103.9,105.5,102.3,115.0,71.5,5.05,20.57,166.79,6.61,31321.5272674,201218,488,298584626,2985.85,5000.0,0.96,0.89,-7.33,-0.66,22.12,26.71,27.17,2015,50% 2025,Active,2026-07-30T09:27:36.187564,10.0,86.11,84.13,89.87,84.6,84.6,90.0,87.8,1.45,1.166,28.55,16.56,14.64,25.35,-43.84
BSRMSTEEL,BSRM Steels Limited,Engineering,A,99.2,99.2,97.3,96.7,99.9,96.7,102.0,55.0,7.07,13.77,90.52,8.96,37294.488,1371444,1589,375952500,3759.53,5000.0,1.95,0.89,-1.59,14.55,36.26,34.58,52.27,2009,50% 2025,Active,2026-07-30T09:27:36.187564,10.0,71.1,62.11,64.47,68.85,63.35,63.9,99.7,4.21,1.552,54.04,55.24,60.78,27.51,-37.55
BXPHARMA,Beximco Pharmaceuticals PLC.,Pharmaceuticals and Chemicals,A,150.9,150.9,147.1,147.1,151.8,147.1,158.5,99.5,11.25,13.07,107.48,3.39,67318.3142301,1582078,2443,446112089,4461.12,15000.0,2.58,1.28,-3.15,7.33,31.45,27.69,37.61,1986,40% 2024,Active,2026-07-30T09:27:36.187564,10.0,120.47,112.33,136.35,117.1,114.2,146.2,74.3,0.37,1.032,40.11,3.21,-18.03,31.72,-74.1
BXSYNTH,Beximco Synthetics Ltd.,Pharmaceuticals and Chemicals,Z,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0,0,86712359,867.12,2000.0,0.0,0.0,0.0,0.0,0.0,-92.71,-92.14,1993,-,Active,2026-07-30T09:27:36.187564,10.0,,,,,,,,,,,,,,
CAPITECGBF,Capitec Grameen Bank Growth Fund,Mutual Funds,A,9.9,9.9,9.6,9.9,10.0,9.5,10.4,6.1,28.24,0.34,9.61,4.78,1541.232,6548430,1181,155680000,1556.8,0.0,3.13,0.98,20.73,30.26,39.44,39.13,29.73,2023,3.30,,2026-07-30T09:27:36.187564,10.0,7.27,9.16,9.16,7.1,7.8,7.8,69.4,0.27,1.269,32.0,-10.0,-10.0,37.21,-75.78
CAPMBDBLMF,CAPM BDBL Mutual Fund 01,Mutual Funds,A,10.2,10.2,10.1,10.1,10.3,10.1,13.7,7.4,0.0,-1.15,7.66,0.0,511.33619999999996,1334817,272,50131000,501.31,0.0,0.99,0.22,0.99,2.0,-15.7,-0.98,8.6,2017,6% 2023,,2026-07-30T09:27:36.187564,10.0,10.48,8.98,9.49,10.3,9.5,9.9,74.2,0.44,1.03,7.37,3.03,-24.44,48.24,-60.43
CAPMIBBLMF,CAPM IBBL Islamic Mutual Fund,Mutual Funds,A,14.1,14.1,13.3,13.4,14.2,13.3,15.7,5.5,0.0,-0.71,7.96,0.0,942.63435,1174290,490,66853500,668.54,0.0,6.02,0.93,-5.37,28.18,58.43,72.73,52.87,2018,6% 2023,,2026-07-30T09:27:36.187564,10.0,8.75,9.57,11.56,8.4,9.0,10.6,72.7,0.75,1.33,63.95,2.17,-37.33,47.48,-75.11
CBLPBOND,City Bank Perpetual Bond,Corporate Bond,A,0.0,0.0,1037500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4000,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,13473925.97,11925187.36,2022,-,,2026-07-30T09:27:36.187564,1000000.0,1037500.0,1037500.0,1037500.0,1037500.0,1037500.0,1037500.0,0.0,,1.0,,,,,
CENTRALINS,Central Insurance PLC.,Insurance,A,42.9,42.9,42.7,42.9,43.7,42.5,50.0,30.7,22.83,1.87,50.69,3.0,2279.9129067,370809,696,53144823,531.45,1000.0,0.47,1.11,-3.81,1.42,3.37,-2.06,2.89,1995,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,40.82,41.5,42.62,40.7,40.3,40.3,63.7,0.04,1.065,1.9,8.06,-32.44,39.53,-61.56
CENTRALPHL,Central Pharmaceuticals Limited,Pharmaceuticals and Chemicals,Z,11.4,11.4,11.3,11.3,11.5,11.1,11.9,7.1,0.0,-0.18,6.87,0.0,1365.7296216000002,1422018,637,119800844,1198.01,3000.0,0.88,1.22,9.62,10.68,34.12,36.14,1.8,2013,1% 2019,Active,2026-07-30T09:27:36.187564,10.0,9.32,13.38,13.43,9.0,10.95,12.4,40.1,-0.43,0.919,1.79,-7.32,-41.54,40.19,-76.58
CITYBANK,City Bank PLC.,Bank,A,31.5,31.5,31.5,31.7,31.7,31.3,33.9,22.6,3.62,8.71,40.67,6.15,55106.26947,4188195,1481,1749405380,17494.05,20000.0,0.0,1.43,-0.94,-1.56,9.77,39.33,44.32,1987,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,24.7,19.06,17.88,22.78,17.55,16.68,98.9,3.43,1.888,43.75,109.48,85.41,29.19,-28.05
CITYGENINS,City Insurance PLC.,Insurance,A,112.9,112.9,111.9,110.4,113.5,110.4,114.8,48.3,32.91,3.4,23.24,1.15,7695.9551738,444735,861,68166122,681.66,2000.0,0.89,-0.11,5.42,5.22,11.78,28.03,127.9,2007,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,85.26,65.78,53.53,85.05,61.9,47.1,99.9,2.55,2.397,126.25,126.25,175.37,17.05,-69.02
CLICL,Chartered Life Insurance PLC.,Life Insurance,B,51.2,51.2,51.6,56.7,56.7,51.1,69.8,38.1,0.0,-0.11,8.94,0.0,1920.0,115536,320,37500000,375.0,2500.0,-0.78,1.04,-7.41,-4.66,-9.22,-11.95,7.72,2022,2.50% 2023,Active,2026-07-30T09:27:36.187564,10.0,54.42,49.96,52.76,55.05,51.2,53.4,41.2,-0.14,0.959,10.58,-16.34,365.45,43.59,-69.94
CNATEX,C & A Textiles Limited,Textile,Z,3.2,3.2,3.2,3.2,3.3,3.2,4.9,1.7,16.84,0.19,-3.81,0.44,765.8112,610390,174,239316000,2393.16,3000.0,0.0,1.29,6.67,0.0,-3.03,52.38,0.0,2015,0.50% 2023,Active,2026-07-30T09:27:36.187564,10.0,2.92,5.44,6.9,3.0,4.5,7.4,14.6,-1.23,0.432,-3.03,-72.17,-47.54,62.75,-85.83
CONFIDCEM,Confidence Cement PLC.,Cement,A,68.5,68.5,68.7,68.7,69.0,67.7,74.6,44.0,6.12,11.23,88.68,2.01,5908.384615,101213,344,86253790,862.54,1000.0,-0.29,1.63,-6.42,1.03,6.86,34.71,27.22,1995,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,58.89,64.29,80.46,59.7,61.7,82.05,40.6,-0.48,0.835,24.55,-23.03,-48.26,33.45,-71.59
CONTININS,Continental Insurance PLC.,Insurance,B,34.6,34.6,35.0,35.1,35.1,34.3,39.0,19.4,24.65,1.42,21.85,1.93,1511.5209296,465782,544,43685576,436.86,600.0,-1.14,1.09,-5.21,4.53,25.82,32.08,42.86,2008,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,27.36,30.53,33.56,26.1,27.35,31.8,63.3,0.13,1.088,39.52,-24.62,-30.94,41.57,-63.89
COPPERTECH,Coppertech Industries Limited,Engineering,B,27.9,27.9,26.8,26.8,28.2,26.8,30.4,16.2,37.75,0.71,14.32,1.02,1828.008,1523036,1247,65520000,655.2,700.0,4.1,1.51,2.57,2.95,25.11,40.31,25.82,2019,2.15% 2025,Active,2026-07-30T09:27:36.187564,10.0,21.78,23.78,30.3,20.5,21.1,31.1,42.8,-0.26,0.897,27.98,-24.39,-34.2,42.54,-70.5
CRAFTSMAN,Craftsman Footwear and Accessories PLC.,SME Sector,Y,34.9,34.3,34.8,35.1,35.1,34.2,42.3,21.1,0.0,1.55,15.57,3.71,977.2,20117,25,28000000,280.0,1000.0,-1.44,0.3,-3.38,-3.11,-9.26,15.23,29.37,2024,10.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,31.36,31.39,31.39,31.0,31.0,31.0,71.7,0.7,1.126,31.92,211.82,211.82,52.83,-47.62
CROWNCEMNT,Crown Cement PLC.,Cement,A,69.1,69.1,69.4,71.0,71.0,68.8,74.7,44.0,15.35,4.52,62.66,4.51,10261.35,8687,93,148500000,1485.0,5000.0,-0.43,1.12,0.14,4.54,41.31,46.72,38.8,2011,21% 2025,Active,2026-07-30T09:27:36.187564,10.0,52.52,56.78,62.32,50.2,53.1,64.0,64.8,0.57,1.08,38.2,-7.12,-6.87,37.34,-50.57
CRYSTALINS,Crystal Insurance Company Limited,Insurance,A,68.6,68.6,70.1,70.3,70.3,68.0,92.1,40.9,20.99,3.34,27.65,2.1,3018.3999999999996,199331,731,44000000,440.0,1000.0,-2.14,1.35,-6.16,-7.42,-12.39,-17.53,56.12,2020,12% 2025,Active,2026-07-30T09:27:36.187564,10.0,64.8,69.99,59.89,67.65,66.55,53.5,71.4,0.4,1.282,48.81,4.57,20.14,44.97,-71.85
CVOPRL,CVO Petrochemical Refinery PLC.,Fuel and Power,A,175.5,175.5,175.4,176.6,176.6,174.0,216.8,135.2,45.92,3.82,30.29,0.83,5312.1665025,152127,751,30268755,302.69,1500.0,0.06,1.31,-3.47,1.33,10.87,13.53,23.26,1990,11% 2025,Active,2026-07-30T09:27:36.187564,10.0,163.6,150.87,164.04,161.9,153.5,163.7,72.4,0.42,1.072,23.16,7.21,56.84,40.67,-65.55
DACCADYE,The Dacca Dyeing & Manufacturing Co.Ltd.,Textile,Z,16.8,16.8,17.0,17.3,17.3,16.7,23.5,13.2,0.0,-5.82,25.71,0.0,1464.1780104000002,177935,242,87153453,871.53,3000.0,-1.18,1.12,-4.55,-2.89,6.33,4.9399999999999995,3.03,2009,0.25% 2022,Active,2026-07-30T09:27:36.187564,10.0,17.75,14.84,16.51,17.5,15.3,16.8,49.7,0.07,1.0,0.6,18.31,-28.51,42.3,-71.53
DAFODILCOM,Daffodil Computers PLC.,IT Sector,B,166.7,166.7,163.0,163.0,169.2,163.0,171.9,29.2,1018.75,0.16,12.9,0.0,8320.3740754,222260,1166,49912262,499.12,2000.0,2.27,1.06,1.21,5.64,48.44,279.07,200.18,2006,5% 2024,Active,2026-07-30T09:27:36.187564,10.0,78.6,75.34,72.34,57.9,74.1,67.3,99.4,4.12,2.477,207.0,153.34,188.91,49.39,-70.94
DBH,DBH Finance PLC.,Financial Institutions,A,44.0,44.0,43.1,43.2,44.2,43.2,45.1,31.5,9.19,4.69,49.55,4.34,8926.190856,545912,513,202867974,2028.68,4000.0,2.09,1.13,3.53,7.32,15.49,14.93,13.72,2008,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,37.97,40.54,49.86,37.9,38.1,49.8,47.4,-0.44,0.884,10.55,-22.4,-36.48,25.59,-63.08
DBH1STMF,DBH First Mutual Fund,Mutual Funds,A,5.7,5.7,5.6,5.6,5.8,5.5,7.7,4.1,19.31,0.29,10.32,4.35,684.0,1025951,171,120000000,1200.0,0.0,1.79,0.69,7.55,21.28,26.67,-13.85,-5.08,2010,3% 2023,Active,2026-07-30T09:27:36.187564,10.0,5.43,5.16,6.06,5.6,5.0,6.2,38.9,-0.26,0.919,-5.0,-17.39,-41.84,45.91,-64.29
DBLPBOND,Dhaka Bank Perpetual Bond,Corporate Bond,A,0.0,0.0,6225.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0,40000,200.0,0.0,0.0,-2.13,3.75,3.75,3.75,0.0,5.45,2023,-,,2026-07-30T09:27:36.187564,5000.0,6064.88,5561.76,5465.83,6065.75,5250.0,5250.0,95.8,2.15,1.186,2.36,18.57,22.06,,-4.35
DELTALIFE,Delta Life Insurance Company Ltd.,Life Insurance,A,80.2,80.2,81.3,81.0,81.5,79.9,93.5,60.8,0.0,0.0,0.0,9.21,9924.75,104765,314,123750000,1237.5,5000.0,-1.35,1.25,-5.54,-0.5,4.02,9.86,13.71,1995,35% 2025,Active,2026-07-30T09:27:36.187564,10.0,74.96,90.11,115.78,74.8,80.15,120.25,29.7,-0.91,0.667,12.17,-49.34,-41.25,29.85,-73.42
DELTASPINN,Delta Spinners Ltd.,Textile,Z,7.9,7.9,7.9,7.9,8.0,7.8,8.2,3.5,27.24,0.29,14.41,0.0,1315.2075156,905426,292,166481964,1664.82,1750.0,0.0,1.25,11.27,16.18,23.44,51.92,38.6,1995,5% 2015,Active,2026-07-30T09:27:36.187564,10.0,5.73,5.97,7.23,5.7,5.7,7.2,53.1,0.33,1.097,36.21,-7.06,-27.52,39.4,-71.85
DESCO,Dhaka Electric Supply Company Ltd.,Fuel and Power,Z,25.9,25.9,25.9,25.7,26.1,25.7,27.8,18.1,0.0,-3.15,35.33,0.0,10297.057923600001,19458,64,397569804,3975.7,20000.0,0.0,0.81,-2.63,3.6,14.6,13.1,5.71,2006,10% 2023,Active,2026-07-30T09:27:36.187564,10.0,22.68,24.9,30.03,23.0,24.0,27.0,44.3,-0.58,0.959,4.86,-29.23,-27.86,29.57,-60.9
DESHBANDHU,Deshbandhu Polymer Limited,Engineering,B,23.6,23.6,22.8,22.8,23.9,22.5,25.1,13.2,0.0,-3.93,14.54,0.0,1448.21754,1936796,1438,61365150,613.65,3000.0,3.51,1.25,9.77,10.28,40.48,52.0,21.28,2011,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,18.23,23.79,22.29,17.7,20.8,20.1,72.7,0.19,1.174,23.56,-19.18,30.39,46.72,-72.13
DGIC,Desh General Insurance Company Limited,Insurance,B,34.6,34.6,34.9,35.0,36.0,34.4,37.3,16.9,0.0,-0.4,11.3,0.43,1384.0,287643,484,40000000,400.0,1000.0,-0.86,1.17,-0.57,19.31,55.16,57.92,47.88,2021,1% 2024,Active,2026-07-30T09:27:36.187564,10.0,23.11,26.48,30.07,22.1,25.1,30.1,75.5,0.65,1.15,45.38,0.87,-25.27,40.69,-65.57
DHAKABANK,Dhaka Bank PLC.,Bank,A,12.2,12.2,12.2,12.2,12.2,12.1,16.0,10.2,4.6,2.65,23.64,8.85,12894.5746578,1130896,388,1056932349,10569.32,20000.0,0.0,1.32,-1.61,-1.61,-1.61,-0.81,-3.94,2000,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,11.96,11.3,12.01,12.0,11.33,12.0,53.5,0.16,1.017,-4.69,2.48,-11.04,30.45,-40.74
DHAKAINS,Dhaka Insurance Limited,Insurance,A,44.3,44.3,43.1,43.2,44.8,43.0,48.5,30.9,25.06,1.72,36.7,2.79,1777.5375,230255,395,40125000,401.25,1200.0,2.78,1.23,-5.14,4.48,9.65,9.11,14.63,2010,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,38.83,42.47,50.33,38.8,39.7,50.0,40.3,-0.47,0.886,15.67,-27.02,-43.85,35.05,-62.89
DOMINAGE,Dominage Steel Building Systems Limited,Engineering,B,84.9,84.9,84.5,84.0,86.5,81.8,89.7,12.3,1690.0,0.05,17.16,0.33,8710.74,2853590,2557,102600000,1026.0,1500.0,0.47,0.62,10.55,6.52,27.1,195.45,565.35,2020,0.35% 2025,Active,2026-07-30T09:27:36.187564,10.0,40.7,22.76,22.66,28.95,16.2,17.75,99.8,4.16,4.783,528.89,424.07,202.19,45.89,-78.95
DOREENPWR,Doreen Power Generations and Systems Limited,Fuel and Power,A,31.6,31.6,31.2,31.4,31.7,31.2,33.8,24.4,9.78,3.19,52.43,4.29,5723.357271600001,507232,417,181118901,1811.19,2000.0,1.28,1.32,-0.63,4.29,7.85,8.71,23.32,2016,10% 2025,Active,2026-07-30T09:27:36.187564,10.0,28.79,31.12,46.37,28.6,27.65,40.35,44.8,-0.72,0.783,24.9,-48.2,-46.38,36.31,-80.02
DSHGARME,Desh Garments Ltd.,Textile,B,166.7,166.7,166.0,166.3,170.0,165.6,180.5,85.7,227.4,0.73,157.02,0.29,1381.6666114,105948,979,8288342,82.88,100.0,0.42,1.22,3.22,7.27,28.23,54.42,41.4,1989,3% 2025,Active,2026-07-30T09:27:36.187564,10.0,121.75,100.05,116.9,117.3,102.75,114.2,94.9,1.56,1.46,33.04,45.97,6.06,53.25,-77.42
DSSL,Dragon Sweater and Spinning Limited,Textile,B,14.2,14.2,14.2,14.2,14.4,14.1,14.8,6.9,101.43,0.14,18.18,0.49,2993.264505,5000797,1648,210793275,2107.93,3000.0,0.0,1.22,10.08,27.93,57.78,82.05,35.24,2016,0.50% 2025,Active,2026-07-30T09:27:36.187564,10.0,9.74,11.23,13.78,9.3,10.6,13.7,51.5,0.11,1.036,26.79,-16.47,-20.69,39.97,-70.06
DULAMIACOT,Dulamia Cotton Spinning Mills Ltd.,Textile,Z,200.1,200.1,203.4,207.5,207.6,197.7,231.0,84.6,813.6,0.25,-39.83,0.43,1512.07566,38546,527,7556600,75.57,300.0,-1.62,1.01,6.21,-2.06,58.18,61.81,137.89,1989,3.00% 2025,Operation Shutdown,2026-07-30T09:27:36.187564,10.0,137.52,95.84,82.94,132.05,75.5,71.1,98.7,3.5,2.814,130.53,182.63,294.67,45.1,-42.86
DUTCHBANGL,Dutch-Bangla Bank PLC.,Bank,A,49.5,49.5,50.1,51.0,51.0,48.4,51.7,36.1,5.02,9.98,62.14,6.49,50244.2916525,1609660,1404,1015036195,10150.36,15000.0,-1.2,0.94,-2.37,11.49,14.32,25.25,6.6,2001,25% 2025,Active,2026-07-30T09:27:36.187564,10.0,41.49,45.68,51.6,40.95,44.05,53.73,42.1,-0.24,0.921,9.76,-7.87,-27.92,24.99,-52.88
EASTERNINS,Eastern Insurance PLC.,Insurance,A,59.1,59.1,59.6,60.0,60.3,58.6,65.8,40.1,20.69,2.88,50.13,3.03,2547.8095104,97408,293,43110144,431.1,1000.0,-0.84,1.16,-6.04,-1.99,1.55,3.29,28.17,1994,15% 2025,Active,2026-07-30T09:27:36.187564,10.0,52.97,52.65,60.9,53.3,50.7,52.8,68.1,-0.08,1.119,25.21,12.36,-49.36,37.53,-77.79
